Time	Channel A	Channel B	Channel C
(us)	(V)	(mV)	(mV)

-4.59999956	0.00000000	56.92052000	20.52780000
-4.39999957	0.00000000	56.92052000	20.52780000
-4.19999958	0.00000000	56.92052000	20.52780000
-3.99999959	0.00000000	56.92052000	20.57087000
-3.79999960	0.00000000	56.92052000	20.90305000
-3.59999962	0.00000000	56.92052000	21.26599000
-3.39999963	0.00000000	56.92052000	20.90305000
-3.19999964	0.00000000	56.92052000	20.57087000
-2.99999965	0.00000000	56.92052000	20.52780000
-2.79999966	0.00000000	56.92052000	20.52780000
-2.59999968	0.00000000	56.92052000	20.52780000
-2.39999969	0.00000000	56.92052000	20.52780000
-2.19999970	0.00000000	56.92052000	20.52780000
-1.99999971	0.00000000	56.92052000	20.52780000
-1.79999972	0.00000000	56.92052000	20.57087000
-1.59999973	0.00000000	56.92052000	20.90305000
-1.39999975	0.00000000	56.92052000	21.26599000
-1.19999976	0.00000000	56.92052000	20.94611000
-0.99999977	0.00000000	56.92052000	20.94611000
-0.79999978	0.00000000	56.92052000	21.26599000
-0.59999979	0.00000000	56.92052000	20.94611000
-0.39999981	0.15871060	56.92052000	20.98917000
-0.19999982	0.47736220	56.92052000	21.64124000
0.00000017	0.79601380	56.92052000	21.64124000
0.20000016	0.95533960	56.92052000	20.94611000
0.40000015	0.95533960	56.92052000	20.57087000
0.60000013	0.63668800	56.92052000	20.52780000
0.80000012	0.00000000	56.92052000	20.52780000
1.00000011	-0.95533960	56.92052000	20.52780000
1.20000010	-1.91129400	56.92052000	20.52780000
1.40000009	-2.54859700	56.92052000	20.57087000
1.60000008	-2.70792300	56.92052000	20.94611000
1.80000006	-2.07062000	56.92052000	21.68430000
2.00000005	-0.63668800	56.92052000	22.01033000
2.20000004	1.43331700	56.92052000	21.68430000
2.40000003	3.50393700	56.92052000	20.94611000
2.60000002	4.93786900	56.92052000	20.57087000
2.80000000	5.25652100	56.92052000	20.52780000
2.99999999	4.14124000	56.92052000	20.52780000
3.19999998	1.75196900	56.92052000	20.52780000
3.39999997	-1.43331700	56.92052000	20.52780000
3.59999996	-4.77854300	56.92052000	20.52780000
3.79999994	-7.16781500	56.92052000	20.57087000
3.99999993	-7.96444400	56.92052000	20.94611000
4.19999992	-6.69045300	56.92052000	21.68430000
4.39999991	-3.50393700	56.92052000	22.05955000
4.59999990	0.79601380	56.92052000	22.10261000
4.79999989	5.09719500	56.92052000	22.05955000
4.99999987	8.28309500	56.92052000	21.68430000
5.19999986	9.39837600	56.92052000	20.90305000
5.39999985	8.28309500	56.92052000	20.19562000
5.59999984	4.93786900	56.92052000	19.78346000
5.79999983	0.31803640	56.92052000	20.15256000
5.99999981	-4.30056600	56.96358000	20.52780000
6.19999980	-7.96444400	57.29576000	20.94611000
6.39999979	-9.39837600	57.66486000	21.68430000
6.59999978	-8.60174700	57.33883000	22.05955000
6.79999977	-5.73449800	57.33883000	22.10261000
6.99999975	-1.59264300	57.66486000	22.10261000
7.19999974	2.70792300	57.29576000	22.05955000
7.39999973	6.05315000	56.96358000	21.68430000
7.59999972	7.64579200	56.92052000	20.94611000
7.79999971	7.32714100	56.92052000	20.57087000
7.99999970	5.09719500	56.92052000	20.52780000
8.19999968	2.07062000	56.92052000	20.52780000
8.39999967	-1.27399100	56.92052000	20.52780000
8.59999966	-3.66326300	56.92052000	20.52780000
8.79999965	-5.09719500	56.92052000	20.52780000
8.99999964	-4.93786900	56.92052000	20.57087000
9.19999962	-3.82258900	56.92052000	20.90305000
9.39999961	-1.91129400	56.92052000	21.26599000
9.59999960	0.15871060	56.92052000	20.90305000
9.79999959	1.59264300	56.92052000	20.57087000
9.99999958	2.38927200	56.92052000	20.52780000
10.19999956	2.54859700	56.92052000	20.52780000
10.39999955	1.91129400	56.92052000	20.52780000
10.59999954	1.11466500	56.92052000	20.57087000
10.79999953	0.15871060	56.92052000	20.90305000
10.99999952	-0.47736220	56.92052000	21.26599000
11.19999951	-0.95533960	56.92052000	20.90305000
11.39999949	-0.95533960	56.92052000	20.57087000
11.59999948	-0.95533960	56.92052000	20.52780000
11.79999947	-0.63668800	56.87746000	20.52780000
11.99999946	-0.31803640	56.54527000	20.52780000
12.19999945	-0.15871060	56.17618000	20.52780000
12.39999943	-0.15871060	56.54527000	20.52780000
12.59999942	0.00000000	56.87746000	20.52780000
12.79999941	0.00000000	56.92052000	20.52780000
12.99999940	0.00000000	56.92052000	20.52780000
13.19999939	0.00000000	56.92052000	20.57087000
13.39999937	0.00000000	56.92052000	20.90305000
13.59999936	0.00000000	56.92052000	21.26599000
13.79999935	0.00000000	56.92052000	20.90305000
13.99999934	-0.15871060	56.92052000	20.57087000
14.19999933	-0.15871060	56.92052000	20.52780000
14.39999932	-0.15871060	56.92052000	20.52780000
14.59999930	-0.15871060	56.92052000	20.52780000
14.79999929	0.00000000	56.92052000	20.52780000
14.99999928	0.00000000	56.92052000	20.52780000
15.19999927	0.00000000	56.92052000	20.52780000
15.39999926	0.00000000	56.92052000	20.52780000
15.59999924	0.00000000	56.92052000	20.52780000
15.79999923	0.00000000	56.92052000	20.52780000
15.99999922	0.00000000	56.92052000	20.52780000
16.19999921	0.00000000	56.92052000	20.52780000
16.39999920	0.00000000	56.92052000	20.52780000
16.59999919	-0.15871060	56.92052000	20.52780000
16.79999917	-0.15871060	56.96358000	20.52780000
16.99999916	0.00000000	57.33883000	20.52780000
17.19999915	0.00000000	58.08316000	20.52780000
17.39999914	0.00000000	58.45841000	20.52780000
17.59999913	0.00000000	58.45841000	20.52780000
17.79999911	0.00000000	58.08316000	20.52780000
17.99999910	0.00000000	57.29576000	20.52780000
18.19999909	0.00000000	56.50221000	20.52780000
18.39999908	0.00000000	55.29650000	20.52780000
18.59999907	0.00000000	53.75861000	20.52780000
18.79999905	-0.15871060	52.26993000	20.52780000
18.99999904	0.00000000	51.52559000	20.52780000
19.19999903	0.00000000	52.31299000	20.52780000
19.39999902	0.00000000	54.22613000	20.52780000
19.59999901	0.00000000	57.01279000	20.52780000
19.79999900	0.00000000	60.50073000	20.52780000
19.99999898	0.00000000	64.36392000	20.52780000
20.19999897	0.00000000	67.39050000	20.52780000
20.39999896	0.00000000	68.46703000	20.52780000
20.59999895	0.00000000	66.46161000	20.52780000
20.79999894	0.00000000	61.06668000	20.52780000
20.99999892	0.00000000	53.75861000	20.57087000
21.19999891	0.00000000	46.36442000	20.90305000
21.39999890	0.00000000	40.17593000	21.30905000
21.59999889	0.00000000	36.40502000	21.27214000
21.79999888	0.00000000	36.87254000	21.30905000
21.99999886	0.00000000	42.31053000	20.90305000
22.19999885	0.00000000	51.66092000	20.52780000
22.39999884	0.00000000	63.71186000	20.15256000
22.59999883	0.00000000	76.32258000	19.83268000
22.79999882	0.00000000	85.53149000	20.57087000
22.99999881	0.00000000	88.14590000	21.64124000
23.19999879	0.00000000	83.53223000	22.05955000
23.39999878	0.00000000	71.86269000	22.10261000
23.59999877	0.00000000	55.99163000	22.10261000
23.79999876	0.00000000	38.54576000	22.10261000
23.99999875	0.00000000	23.19143000	22.10261000
24.19999873	0.00000000	14.39468000	22.05955000
24.39999872	0.00000000	14.85605000	21.64124000
24.59999871	0.00000000	25.32603000	20.47859000
24.79999870	0.00000000	43.89148000	18.94685000
24.99999869	0.00000000	66.27091000	17.40895000
25.19999867	0.00000000	87.53075000	16.25246000
25.39999866	0.00000000	102.52210000	15.87721000
25.59999865	0.00000000	107.49880000	16.29552000
25.79999864	0.00000000	100.52290000	17.91953000
25.99999863	0.00000000	83.16314000	20.98917000
26.19999862	0.00000000	59.57185000	24.84621000
26.39999860	0.00000000	34.86712000	28.32800000
26.59999859	0.00000000	14.81299000	31.02239000
26.79999858	0.00000000	4.34916300	32.09276000
26.99999857	0.00000000	5.50565900	30.46875000
27.19999856	0.00000000	17.88878000	25.82431000
27.39999854	0.00000000	39.14862000	18.89764000
27.59999853	0.00000000	64.18552000	11.55881000
27.79999852	0.00000000	86.97711000	5.33341500
27.99999851	0.00000000	102.10380000	1.15034400
28.19999850	0.00000000	106.80360000	0.50442900
28.39999848	0.00000000	100.61520000	4.77362200
28.59999847	0.00000000	84.79330000	13.27510000
28.79999846	0.00000000	63.20127000	24.14493000
28.99999845	0.00000000	41.19094000	35.71604000
29.19999844	0.00000000	23.74508000	45.28789000
29.39999843	0.00000000	14.39468000	49.88927000
29.59999841	0.00000000	14.30241000	48.31446000
29.79999840	0.00000000	22.81619000	40.50812000
29.99999839	0.00000000	37.85064000	27.39911000
30.19999838	0.00000000	56.03469000	11.93405000
30.39999837	0.00000000	73.02534000	-2.33144700
30.59999835	0.00000000	85.48843000	-12.73376000
30.79999834	0.00000000	90.93257000	-16.12943000
30.99999833	0.00000000	89.11171000	-11.52805000
31.19999832	0.00000000	80.97932000	0.08612204
31.39999831	0.00000000	68.59621000	16.34473000
31.59999829	0.00000000	54.26919000	34.09203000
31.79999828	0.00000000	41.14788000	49.51402000
31.99999827	0.00000000	32.21579000	58.80905000
32.19999826	0.00000000	29.04774000	60.34695000
32.39999825	0.00000000	31.74827000	53.74631000
32.59999824	0.00000000	39.43159000	39.85605000
32.79999822	0.00000000	50.22145000	22.10261000
32.99999821	0.00000000	61.06668000	4.31225400
33.19999820	0.00000000	70.04182000	-9.99630800
33.39999819	0.00000000	75.81815000	-17.71038000
33.59999818	0.00000000	76.97465000	-17.38435000
33.79999816	0.00000000	73.11761000	-9.25812000
33.99999815	0.00000000	65.47736000	4.63828700
34.19999814	0.00000000	56.22539000	21.64124000
34.39999813	0.00000000	48.12377000	37.85679000
34.59999812	0.00000000	42.68578000	49.84621000
34.79999810	0.00000000	41.10482000	55.27805000
34.99999809	0.00000000	43.38090000	52.95890000
35.19999808	0.00000000	48.40674000	43.75615000
35.39999807	0.00000000	55.33957000	29.86589000
35.59999806	0.00000000	62.18011000	14.85605000
35.79999805	0.00000000	66.46161000	2.07923200
35.99999803	0.00000000	67.30437000	-5.67790300
36.19999802	0.00000000	65.39124000	-7.21579700
36.39999801	0.00000000	61.10974000	-2.23917300
36.59999800	0.00000000	55.38263000	8.16313900
36.79999799	0.00000000	50.03691000	20.81078000
36.99999797	0.00000000	46.91806000	32.74483000
37.19999796	0.00000000	46.49975000	40.41584000
37.39999795	0.00000000	48.45595000	42.03986000
37.59999794	0.00000000	52.68823000	37.85679000
37.79999793	0.00000000	58.03395000	29.44759000
37.99999791	0.00000000	62.69069000	19.45743000
38.19999790	0.00000000	65.76033000	10.62377000
38.39999789	0.00000000	66.55389000	5.28420300
38.59999788	0.00000000	64.64690000	5.28420300
38.79999787	0.00000000	61.19586000	10.58071000
38.99999786	0.00000000	56.87746000	18.98991000
39.19999784	0.00000000	52.26993000	27.86663000
39.39999783	0.00000000	48.40674000	35.07013000
39.59999782	0.00000000	46.45054000	38.13361000
39.79999781	0.00000000	46.40748000	35.44537000
39.99999780	0.00000000	47.98843000	28.56176000
40.19999778	0.00000000	51.10728000	18.94685000
40.39999777	0.00000000	55.33957000	9.41806000
40.59999776	0.00000000	59.57185000	3.23572800
40.79999775	0.00000000	62.73376000	1.70398600
40.99999774	0.00000000	64.68996000	5.19192900
41.19999772	0.00000000	65.43430000	13.22589000
41.39999771	0.00000000	64.27164000	23.21604000
41.59999770	0.00000000	61.57111000	32.42495000
41.79999769	0.00000000	58.08316000	38.55192000
41.99999768	0.00000000	54.17691000	39.34547000
42.19999767	0.00000000	50.73204000	35.20546000
42.39999765	0.00000000	48.36368000	27.86663000
42.59999764	0.00000000	47.61319000	19.03912000
42.79999763	0.00000000	48.36368000	10.95595000
42.99999762	0.00000000	50.68897000	5.93626900
43.19999761	0.00000000	53.71555000	4.73056000
43.39999759	0.00000000	56.45300000	7.37573800
43.59999758	0.00000000	58.40920000	12.76452000
43.79999757	0.00000000	59.61491000	19.27288000
43.99999756	0.00000000	59.99015000	25.44906000
44.19999755	0.00000000	59.66412000	29.31225000
44.39999753	0.00000000	58.91978000	30.60408000
44.59999752	0.00000000	58.54454000	29.77362000
44.79999751	0.00000000	58.50147000	27.11614000
44.99999750	0.00000000	58.45841000	22.85310000
45.19999749	0.00000000	58.03395000	18.66388000
45.39999748	0.00000000	56.87746000	15.13902000
45.59999746	0.00000000	55.29650000	13.22589000
45.79999745	0.00000000	53.29109000	13.18282000
45.99999744	0.00000000	50.59670000	14.72072000
46.19999743	0.00000000	47.94537000	17.36589000
46.39999742	0.00000000	46.45054000	20.10950000
46.59999740	0.00000000	46.82579000	22.43479000
46.79999739	0.00000000	49.24335000	24.37869000
46.99999738	0.00000000	53.52485000	25.12918000
47.19999737	0.00000000	59.70718000	24.79700000
47.39999736	0.00000000	65.80955000	23.59129000
47.59999734	0.00000000	70.09104000	21.64124000
47.79999733	0.00000000	71.57972000	18.98991000
47.99999732	0.00000000	69.58046000	16.67077000
48.19999731	0.00000000	63.81028000	15.50197000
48.39999730	0.00000000	55.71481000	15.13902000
48.59999729	0.00000000	47.61319000	16.29552000
48.79999727	0.00000000	41.01255000	18.57160000
48.99999726	0.00000000	37.61073000	20.94611000
49.19999725	0.00000000	38.40428000	23.68356000
49.39999724	0.00000000	43.84842000	26.32874000
49.59999723	0.00000000	52.64517000	27.82357000
49.79999721	0.00000000	62.27239000	27.44832000
49.99999720	0.00000000	69.99876000	25.12918000
50.19999719	0.00000000	74.28026000	21.68430000
50.39999718	0.00000000	74.28026000	17.78420000
50.59999717	0.00000000	69.99876000	14.34547000
50.79999715	0.00000000	62.27239000	12.06939000
50.99999714	0.00000000	52.68823000	12.06939000
51.19999713	0.00000000	44.26673000	14.34547000
51.39999712	0.00000000	39.60999000	17.83341000
51.59999711	0.00000000	39.56693000	22.10261000
51.79999710	0.00000000	43.79921000	26.28568000
51.99999708	0.00000000	51.06422000	28.98007000
52.19999707	0.00000000	59.15354000	29.40452000
52.39999706	0.00000000	65.71727000	27.86663000
52.59999705	0.00000000	69.58046000	24.79700000
52.79999704	0.00000000	69.53740000	20.94611000
52.99999702	0.00000000	65.39124000	17.45817000
53.19999701	0.00000000	58.83366000	14.76378000
53.39999700	0.00000000	51.93774000	13.60113000
53.59999699	0.00000000	46.13066000	14.34547000
53.79999698	0.00000000	43.47318000	16.25246000
53.99999696	0.00000000	44.22367000	18.98991000
54.19999695	0.00000000	48.45595000	21.96727000
54.39999694	0.00000000	54.92125000	23.91732000
54.59999693	0.00000000	61.06668000	23.96653000
54.79999692	0.00000000	65.34202000	23.21604000
54.99999691	0.00000000	66.87991000	21.64124000
55.19999689	0.00000000	65.34202000	19.40822000
55.39999688	0.00000000	61.10974000	17.91953000
55.59999687	0.00000000	55.38263000	17.83341000
55.79999686	0.00000000	49.98769000	18.66388000
55.99999685	0.00000000	46.54281000	20.20177000
56.19999683	0.00000000	45.71235000	22.84695000
56.39999682	0.00000000	47.61319000	24.66781000
56.59999681	0.00000000	51.10728000	24.71087000
56.79999680	0.00000000	55.75787000	23.12992000
56.99999679	0.00000000	60.69144000	20.06029000
57.19999677	0.00000000	63.76107000	16.25246000
57.39999676	0.00000000	64.22859000	13.18282000
57.59999675	0.00000000	62.69069000	11.69414000
57.79999674	0.00000000	59.61491000	12.48770000
57.99999673	0.00000000	55.80708000	15.96334000
58.19999672	0.00000000	52.68823000	20.94611000
58.39999670	0.00000000	50.73204000	26.32874000
58.59999669	0.00000000	49.94463000	30.56102000
58.79999668	0.00000000	50.73204000	32.46801000
58.99999667	0.00000000	52.59596000	31.67446000
59.19999666	0.00000000	54.92125000	27.77436000
59.39999664	0.00000000	56.82825000	21.64124000
59.59999663	0.00000000	58.03395000	14.72072000
59.79999662	0.00000000	58.40920000	8.95669300
59.99999661	0.00000000	58.03395000	5.88705700
60.19999660	0.00000000	56.92052000	6.30536400
60.39999658	0.00000000	55.75787000	10.53765000
60.59999657	0.00000000	55.00738000	17.45817000
60.79999656	0.00000000	54.59522000	25.17224000
60.99999655	0.00000000	54.96432000	32.09276000
61.19999654	0.00000000	55.33957000	36.27584000
61.39999653	0.00000000	55.75787000	36.27584000
61.59999651	0.00000000	56.50221000	32.09276000
61.79999650	0.00000000	56.82825000	25.17224000
61.99999649	0.00000000	56.45300000	17.41511000
62.19999648	0.00000000	55.29650000	10.07013000
62.39999647	0.00000000	53.80167000	4.77362200
62.59999645	0.00000000	52.64517000	3.61097400
62.79999644	0.00000000	52.26993000	7.00049200
62.99999643	0.00000000	52.64517000	13.13976000
63.19999642	0.00000000	53.80167000	20.52780000
63.39999641	0.00000000	55.33957000	27.82357000
63.59999639	0.00000000	56.87746000	33.25541000
63.79999638	0.00000000	58.08316000	35.58071000
63.99999637	0.00000000	58.83366000	34.83022000
64.19999636	0.00000000	59.15354000	30.93627000
64.39999635	0.00000000	57.99089000	24.79700000
64.59999634	0.00000000	55.75787000	17.83341000
64.79999632	0.00000000	53.85088000	11.69414000
64.99999631	0.00000000	52.64517000	7.79404500
65.19999630	0.00000000	52.26993000	7.00049200
65.39999629	0.00000000	52.64517000	8.86441900
65.59999628	0.00000000	53.80167000	12.72146000
65.79999626	0.00000000	55.33957000	17.36589000
65.99999625	0.00000000	56.87746000	22.01033000
66.19999624	0.00000000	57.99089000	25.91043000
66.39999623	0.00000000	57.99089000	28.28494000
66.59999622	0.00000000	56.87746000	29.49065000
66.79999620	0.00000000	55.33957000	29.44759000
66.99999619	0.00000000	53.80167000	27.90969000
67.19999618	0.00000000	52.68823000	25.21530000
67.39999617	0.00000000	52.68823000	22.10261000
67.59999616	0.00000000	53.85088000	18.94685000
67.79999615	0.00000000	55.75787000	15.83415000
67.99999613	0.00000000	58.08316000	13.13976000
68.19999612	0.00000000	59.99015000	11.55881000
68.39999611	0.00000000	61.10974000	11.18356000
68.59999610	0.00000000	60.64222000	11.97711000
68.79999609	0.00000000	57.99089000	14.38853000
68.99999607	0.00000000	54.13385000	18.20251000
69.19999606	0.00000000	50.26451000	22.84695000
69.39999605	0.00000000	46.82579000	26.70398000
69.59999604	0.00000000	45.33710000	29.49065000
69.79999603	0.00000000	46.45054000	30.97933000
69.99999601	0.00000000	49.56939000	30.51181000
70.19999600	0.00000000	54.22613000	27.44832000
70.39999599	0.00000000	59.61491000	22.47785000
70.59999598	0.00000000	64.22859000	17.45817000
70.79999597	0.00000000	66.97219000	13.13976000
70.99999596	0.00000000	67.30437000	10.07013000
71.19999594	0.00000000	64.96678000	8.95669300
71.39999593	0.00000000	59.94709000	10.48843000
71.59999592	0.00000000	53.80167000	14.30241000
71.79999591	0.00000000	47.94537000	18.94685000
71.99999590	0.00000000	43.38090000	23.59129000
72.19999588	0.00000000	41.48006000	27.40526000
72.39999587	0.00000000	43.33784000	28.98007000
72.59999586	0.00000000	47.57013000	28.24188000
72.79999585	0.00000000	53.01427000	25.95964000
72.99999584	0.00000000	59.19660000	22.52091000
73.19999582	0.00000000	64.18552000	19.45743000
73.39999581	0.00000000	66.92913000	17.45817000
73.59999580	0.00000000	66.92913000	16.29552000
73.79999579	0.00000000	64.27164000	16.29552000
73.99999578	0.00000000	59.99015000	17.40895000
74.19999577	0.00000000	54.96432000	18.94685000
74.39999575	0.00000000	49.98769000	20.43553000
74.59999574	0.00000000	46.87500000	21.17372000
74.79999573	0.00000000	46.03223000	20.43553000
74.99999572	0.00000000	46.78272000	18.94685000
75.19999571	0.00000000	49.15108000	17.45817000
75.39999569	0.00000000	52.59596000	16.75689000
