Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	53.68479000
-4.29999957	0.00000000	53.68479000
-4.09999958	0.00000000	53.68479000
-3.89999959	0.00000000	53.68479000
-3.69999960	0.00000000	53.68479000
-3.49999962	0.00000000	53.68479000
-3.29999963	0.00000000	53.68479000
-3.09999964	0.00000000	53.68479000
-2.89999965	0.00000000	53.68479000
-2.69999966	0.00000000	53.68479000
-2.49999968	0.00000000	53.68479000
-2.29999969	0.00000000	53.73400000
-2.09999970	0.00000000	54.09695000
-1.89999971	0.00000000	54.49680000
-1.69999972	0.00000000	54.09695000
-1.49999973	0.00000000	53.73400000
-1.29999975	0.00000000	53.68479000
-1.09999976	0.00000000	53.68479000
-0.89999977	0.00000000	53.68479000
-0.69999978	0.00000000	53.68479000
-0.49999979	0.00000000	53.68479000
-0.29999981	0.35125490	53.68479000
-0.09999982	0.70250980	53.63558000
0.10000017	1.05376500	53.22342000
0.30000016	1.05376500	52.41142000
0.50000015	0.70250980	51.99926000
0.70000013	0.17531990	51.95005000
0.90000012	-0.70250980	51.95005000
1.10000011	-1.75689000	51.95005000
1.30000010	-2.45940000	51.99926000
1.50000009	-2.81127000	52.36220000
1.70000008	-2.28408000	52.81126000
1.90000006	-1.05376500	52.77436000
2.10000005	0.87844490	52.81126000
2.30000004	3.16252500	52.36220000
2.50000003	4.74409400	51.99926000
2.70000002	5.27128500	51.90083000
2.90000000	4.56816000	51.48868000
3.09999999	2.28408000	50.68282000
3.29999998	-0.87844490	50.31988000
3.49999997	-4.21690500	50.68282000
3.69999996	-6.85223900	51.48868000
3.89999994	-8.08255400	51.95005000
4.09999993	-7.20410900	52.41142000
4.29999992	-4.21690500	53.22342000
4.49999991	-0.17531990	53.58636000
4.69999990	4.21690500	53.22342000
4.89999989	7.73129900	52.41142000
5.09999987	9.31225400	51.95005000
5.29999986	8.60974400	51.48868000
5.49999985	5.79847400	50.68282000
5.69999984	1.40563500	50.27066000
5.89999983	-3.51377900	50.22145000
6.09999981	-7.37942900	50.27066000
6.29999980	-9.31225400	50.68282000
6.49999979	-8.96099900	51.48868000
6.69999978	-6.50098400	51.95005000
6.89999977	-2.45940000	52.36220000
7.09999975	1.93282500	52.76205000
7.29999974	5.62254000	52.36220000
7.49999973	7.55536400	51.99926000
7.69999972	7.37942900	51.95005000
7.89999971	5.62254000	51.95005000
8.09999970	2.45940000	51.95005000
8.29999968	-0.70250980	51.95005000
8.49999967	-3.51377900	51.99926000
8.69999966	-4.91941500	52.41142000
8.89999965	-5.09534900	53.22342000
9.09999964	-3.86565000	53.63558000
9.29999962	-2.10814500	53.68479000
9.49999961	0.00000000	53.68479000
9.69999960	1.58095500	53.68479000
9.89999959	2.45940000	53.68479000
10.09999958	2.45940000	53.68479000
10.29999956	1.93282500	53.68479000
10.49999955	1.05376500	53.68479000
10.69999954	0.17531990	53.68479000
10.89999953	-0.52657480	53.68479000
11.09999952	-0.87844490	53.68479000
