Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	-25.97195000
-4.29999957	0.00000000	-25.97195000
-4.09999958	0.00000000	-25.97195000
-3.89999959	0.00000000	-25.97195000
-3.69999960	0.00000000	-25.97195000
-3.49999962	0.00000000	-25.97195000
-3.29999963	0.00000000	-25.97195000
-3.09999964	0.00000000	-25.97195000
-2.89999965	0.00000000	-25.97195000
-2.69999966	0.00000000	-25.97195000
-2.49999968	0.00000000	-25.97195000
-2.29999969	0.00000000	-25.97195000
-2.09999970	0.00000000	-25.97195000
-1.89999971	0.00000000	-26.02116000
-1.69999972	0.00000000	-26.38410000
-1.49999973	0.00000000	-26.83317000
-1.29999975	0.00000000	-26.84547000
-1.09999976	0.00000000	-27.24532000
-0.89999977	0.00000000	-27.19611000
-0.69999978	0.00000000	-26.43332000
-0.49999979	0.00000000	-26.02116000
-0.29999981	0.35125490	-25.97195000
-0.09999982	0.70250980	-26.02116000
0.10000017	1.05376500	-26.43332000
0.30000016	1.05376500	-27.24532000
0.50000015	0.70250980	-27.65748000
0.70000013	0.17531990	-27.70669000
0.90000012	-0.70250980	-27.70669000
1.10000011	-1.75689000	-27.70669000
1.30000010	-2.45940000	-27.65748000
1.50000009	-2.81127000	-27.24532000
1.70000008	-2.28408000	-26.43332000
1.90000006	-1.05376500	-26.02116000
2.10000005	1.05376500	-25.97195000
2.30000004	2.98659000	-26.02116000
2.50000003	4.74409400	-26.43332000
2.70000002	5.44660400	-27.24532000
2.90000000	4.56816000	-27.65748000
3.09999999	2.45940000	-27.70669000
3.29999998	-0.87844490	-27.70669000
3.49999997	-4.21690500	-27.65748000
3.69999996	-6.85223900	-27.24532000
3.89999994	-8.08255400	-26.38410000
4.09999993	-7.20410900	-25.55979000
4.29999992	-4.21690500	-24.75394000
4.49999991	-0.17531990	-24.75394000
4.69999990	4.21690500	-25.51058000
4.89999989	7.73129900	-25.97195000
5.09999987	9.48818900	-26.43332000
5.29999986	8.78567900	-27.24532000
5.49999985	5.79847400	-27.65748000
5.69999984	1.40563500	-27.65748000
5.89999983	-3.33846000	-27.24532000
6.09999981	-7.37942900	-26.43332000
6.29999980	-9.31225400	-25.97195000
6.49999979	-8.96099900	-25.51058000
6.69999978	-6.50098400	-24.75394000
6.89999977	-2.45940000	-24.75394000
7.09999975	1.93282500	-25.51058000
7.29999974	5.62254000	-25.92274000
7.49999973	7.55536400	-26.02116000
7.69999972	7.55536400	-26.43332000
7.89999971	5.62254000	-27.19611000
8.09999970	2.63533500	-27.19611000
8.29999968	-0.70250980	-26.48253000
8.49999967	-3.33846000	-26.43332000
8.69999966	-4.91941500	-26.78395000
8.89999965	-5.09534900	-26.38410000
9.09999964	-3.86565000	-26.02116000
9.29999962	-1.93282500	-25.97195000
9.49999961	0.00000000	-25.97195000
9.69999960	1.58095500	-25.97195000
9.89999959	2.45940000	-26.02116000
10.09999958	2.45940000	-26.38410000
10.29999956	1.93282500	-26.78395000
