Time	Channel A	Channel B
(us)	(V)	(mV)

-4.59999956	0.00000000	50.22145000
-4.39999957	0.00000000	50.22145000
-4.19999958	0.00000000	50.22145000
-3.99999959	0.00000000	50.22145000
-3.79999960	0.00000000	50.22145000
-3.59999962	0.00000000	50.22145000
-3.39999963	0.00000000	50.22145000
-3.19999964	0.00000000	50.22145000
-2.99999965	0.00000000	50.22145000
-2.79999966	0.00000000	50.22145000
-2.59999968	0.00000000	50.22145000
-2.39999969	0.00000000	50.22145000
-2.19999970	0.00000000	50.27066000
-1.99999971	0.00000000	50.63361000
-1.79999972	0.00000000	51.03346000
-1.59999973	0.00000000	50.63361000
-1.39999975	0.00000000	50.27066000
-1.19999976	0.00000000	50.22145000
-0.99999977	0.00000000	50.22145000
-0.79999978	0.00000000	50.27066000
-0.59999979	0.00000000	50.68282000
-0.39999981	0.00000000	51.43946000
-0.19999982	0.35125490	51.43946000
0.00000017	0.87844490	50.68282000
0.20000016	1.05376500	50.31988000
0.40000015	1.05376500	50.63361000
0.60000013	0.70250980	51.03346000
0.80000012	-0.17531990	50.63361000
1.00000011	-1.05376500	50.27066000
1.20000010	-1.93282500	50.27066000
1.40000009	-2.63533500	50.63361000
1.60000008	-2.81127000	51.08268000
1.80000006	-1.93282500	51.08883000
2.00000005	-0.35125490	51.48868000
2.20000004	1.58095500	51.43946000
2.40000003	3.68971500	50.68282000
2.60000002	5.09534900	50.27066000
2.80000000	5.27128500	50.22145000
2.99999999	4.04096900	50.22145000
3.19999998	1.58095500	50.22145000
3.39999997	-1.75689000	50.22145000
3.59999996	-5.09534900	50.27066000
3.79999994	-7.37942900	50.68282000
3.99999993	-7.90661900	51.48868000
4.19999992	-6.50098400	51.90083000
4.39999991	-3.16252500	51.90083000
4.59999990	1.22970000	51.48868000
4.79999989	5.44660400	50.68282000
4.99999987	8.43380900	50.22145000
5.19999986	9.48818900	49.76009000
5.39999985	8.08255400	48.94808000
5.59999984	4.56816000	48.58514000
5.79999983	-0.17531990	48.89886000
5.99999981	-4.74409400	49.39714000
6.19999980	-8.25849000	49.76624000
6.39999979	-9.48818900	50.62130000
6.59999978	-8.43380900	50.58440000
6.79999977	-5.27128500	50.27066000
6.99999975	-1.05376500	50.22145000
7.19999974	3.16252500	50.22145000
7.39999973	6.32566500	50.22145000
7.59999972	7.73129900	50.22145000
7.79999971	7.02817400	50.22145000
7.99999970	4.74409400	50.22145000
8.19999968	1.58095500	50.22145000
8.39999967	-1.58095500	50.22145000
8.59999966	-4.04096900	50.22145000
8.79999965	-5.09534900	50.22145000
8.99999964	-4.74409400	50.22145000
9.19999962	-3.51377900	50.22145000
9.39999961	-1.58095500	50.27066000
9.59999960	0.52657480	50.63361000
9.79999959	1.93282500	51.03346000
9.99999958	2.45940000	50.63361000
10.19999956	2.28408000	50.27066000
10.39999955	1.58095500	50.22145000
10.59999954	0.70250980	50.22145000
10.79999953	-0.17531990	50.22145000
10.99999952	-0.70250980	50.22145000
