Filename,time_stamp,ch_num,temp 1,temp 2,temp 3,temp 4,temp 5,hotspot_num,mean,std_dev,skewness,kurtosis,median,min,max,sum,peak1amp,peak2amp,peak3amp,peak4amp,peak5amp,bin1_mean,bin1_std_dev,bin1_skewness,bin1_kurtosis,bin1_median,bin1_min,bin1_max,bin1_sum,bin2_mean,bin2_std_dev,bin2_skewness,bin2_kurtosis,bin2_median,bin2_min,bin2_max,bin2_sum,bin3_mean,bin3_std_dev,bin3_skewness,bin3_kurtosis,bin3_median,bin3_min,bin3_max,bin3_sum,bin4_mean,bin4_std_dev,bin4_skewness,bin4_kurtosis,bin4_median,bin4_min,bin4_max,bin4_sum,bin5_mean,bin5_std_dev,bin5_skewness,bin5_kurtosis,bin5_median,bin5_min,bin5_max,bin5_sum,bin6_mean,bin6_std_dev,bin6_skewness,bin6_kurtosis,bin6_median,bin6_min,bin6_max,bin6_sum,bin7_mean,bin7_std_dev,bin7_skewness,bin7_kurtosis,bin7_median,bin7_min,bin7_max,bin7_sum,bin8_mean,bin8_std_dev,bin8_skewness,bin8_kurtosis,bin8_median,bin8_min,bin8_max,bin8_sum,bin9_mean,bin9_std_dev,bin9_skewness,bin9_kurtosis,bin9_median,bin9_min,bin9_max,bin9_sum,bin10_mean,bin10_std_dev,bin10_skewness,bin10_kurtosis,bin10_median,bin10_min,bin10_max,bin10_sum,fft_peak_1_freq,fft_peak_2_freq,fft_peak_3_freq,fft_peak_4_freq,fft_peak_5_freq,fft_peak_1_mag,fft_peak_2_mag,fft_peak_3_mag,fft_peak_4_mag,fft_peak_5_mag
202405020,2024-09-14 12:52:18.084160089,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-5.57323111963226e-17,7.559766265153826,-0.00486531170475299,16.094398975863243,-0.0028180431274253803,-49.96709078379796,47.58223093598195,-5.595524044110789e-14,50.34,18.5,11.62,8.34,5.47,-0.02034306974348277,0.10009852402054358,0.286617217433678,0.9351386447481955,-0.022702482469828797,-0.2505716799023464,0.2701329773898369,-2.0546500440917597,-0.10651783060114553,21.41367900497401,0.012075049702898417,-0.11095688845543838,0.17478536389242255,-49.96709078379796,47.58223093598195,-10.758300890715699,0.14681757182271635,8.218132216145744,-0.02615435964712496,-0.7203532750276755,1.1062679538456173,-17.655018456504756,17.922968549893007,14.828574754094351,-0.0796788505442965,4.836731289793789,-0.03231782335486876,-0.06651267313300879,-0.1955075598403177,-11.6135714803168,10.511073246012634,-8.047563904973947,-0.04316583421804074,2.443922779063358,-0.1338921129663805,0.23342034431161762,0.1103898819042094,-7.042741701916083,5.076642931046686,-4.316583421804074,0.046734791228337305,3.2014198464666257,0.07557837963359645,0.5631233493512244,0.07883306480260663,-8.029892239856762,8.12502211317662,4.67347912283373,0.006510355411867394,1.3895531944594686,-0.03843019291372098,-0.785856713066349,-0.03812028306485276,-2.8617493512536867,2.916513293433226,0.6510355411867395,0.0020538690061092145,0.6101553192985508,-0.08081143667936555,-0.8576083826802772,-0.031740759602926195,-1.322896084789912,1.2749037719985064,0.20538690061092146,-0.031668589189115,0.4216191548153412,-0.16372082959678125,-0.41345676210391114,-0.004748706621997639,-1.000779087718166,0.7868870639928246,-3.1668589189114997,0.07985480861771187,0.22396860009097064,0.43965958433930014,-0.31827823767433827,0.05604265323075541,-0.3096276016090505,0.6713464136309646,7.985480861771187,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1010.5290619288108,1870.932725779407,1123.3971138470029,1504.9079381741194,1066.9625232123483
202405020 (10),2024-09-14 12:52:18.177911043,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-6.546334965917258e-17,7.60297636765523,-0.0012091948199335991,16.02622166790774,-0.0073202940427346645,-50.365225586877315,47.26781480004541,-6.572520305780927e-14,50.51,18.74,11.86,8.46,5.61,-0.013406515566977318,0.108308153057099,-0.20150161739800648,1.3410954607027863,-0.00863703308439794,-0.33899513108595586,0.25726603721118474,-1.354058072264709,-0.10449942939895923,21.5147291659613,0.012842999346580983,-0.11091143022557137,-0.15169382513681515,-50.365225586877315,47.26781480004541,-10.554442369294883,0.15464080554041154,8.255547703756891,-0.020879200163337965,-0.6903478279223036,1.0615292689569389,-17.723884927053984,18.427024959007888,15.618721359581565,-0.09226781177162781,4.937819823328015,-0.020315355952331065,-0.10405652443363778,-0.3170626623969632,-11.79453153246401,10.882892184431405,-9.319048988934409,-0.03544305632355827,2.5023040420919633,-0.09458703562814205,0.13602220584409563,-0.09213463816719727,-7.140764601288332,5.228746165244352,-3.544305632355827,0.036794299728630686,3.239193440058543,0.06961693701054494,0.5998673720364356,0.06288434285871927,-8.04106567940458,8.323249744199817,3.6794299728630686,0.008205532656230433,1.3899205933145857,-0.04318151219058087,-0.8000921876254781,-0.067342176792188,-2.8312213053071043,2.920590173269932,0.8205532656230432,-0.007145566799004652,0.6322928913484666,-0.11655631142742258,-0.8966756571156682,-0.00757200460557985,-1.3386126312487716,1.299056452961497,-0.7145566799004652,-0.03287948900995908,0.42101146274523116,-0.1511183009827669,-0.404716982165529,-0.032360769365424064,-0.9745381243673501,0.7866478835177194,-3.287948900995908,0.0865565604567847,0.24671892011774413,0.5044672926736823,-0.3554575454980702,0.042024934526671526,-0.3222107725557015,0.7189382717375921,8.65565604567847,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1015.3033714250475,1848.8952378906224,1134.394711701795,1523.711976644217,1100.904379181968
202405020 (100),2024-09-14 12:52:18.268400908,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-9.200254546694525e-17,7.672636277258791,-0.005069216203446766,15.46023999256488,0.008023454991411,-49.83762539808787,47.54519341613509,-9.237055564881302e-14,50.21,18.13,13.09,8.27,5.8,-0.008065525327442357,0.09600586173512954,0.018604456852637747,0.768720729078801,3.5028469995252234e-05,-0.2381342108341839,0.239817543127486,-0.814618058071678,-0.16272841477477715,21.724918943965882,0.01881476501579032,-0.20038748291761044,-0.269180598041238,-49.83762539808787,47.54519341613509,-16.43556989225249,0.2561628439449424,8.048737036097425,-0.04516170087103296,-0.7326977980718063,0.018065953688605692,-17.665835428913677,17.283031463723503,25.87244723843918,-0.18566947827306934,5.340587737529669,0.007389874292899639,-0.11581352315305349,-0.04120189838344507,-13.089951558586346,11.764883101454927,-18.752617305580003,0.06639888412931308,2.532158377942029,0.07326690912383056,-0.30750183201266656,0.19166534218479958,-6.107905788899155,5.3458373971752815,6.639888412931308,9.63087298941262e-05,3.2980521173270088,0.024841961021148353,0.297086377603192,0.11799900262151192,-7.984924011547145,8.010773591712326,0.00963087298941262,-0.002295955318827939,1.3913738867137693,-0.01500610714751134,-0.8116835714146542,0.10775374837733134,-2.8498590318675783,3.024303514370268,-0.2295955318827939,-0.01903547832126226,0.6707491045578158,-0.02439936665465139,-0.7208831216956146,-0.019752814634358587,-1.406456454923277,1.5478033942291982,-1.9035478321262262,-0.027306816563729616,0.4709447289751463,-0.02984204678824502,-0.9826258025357779,-0.057012299412063816,-0.9850930878255725,0.8388670584727577,-2.7306816563729615,0.08344663751926154,0.27027908211685703,0.516503693966188,-0.11094218111281284,0.0759376205407121,-0.3523716386907831,0.8246710555926586,8.344663751926154,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1049.2017458646055,1796.4901606107221,1180.281132244449,1514.547646174819,1121.5596277949915
202405020 (101),2024-09-14 12:52:18.354470968,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-5.307839161554533e-18,7.666282548671744,-0.0016312919270543569,15.484140979972732,-0.004706496565799889,-49.877418273215,47.47348187107134,-5.329070518200751e-15,50.21,18.14,13.06,8.32,5.79,-0.015333107874117713,0.11151292299203167,0.24700056484493058,0.8455388888120177,-0.020994088523967426,-0.2949273267868948,0.27838679399906113,-1.548643895285889,-0.16318464668887722,21.71505049255942,0.02011259776259583,-0.20055970264739775,-0.22082958676022807,-49.877418273215,47.47348187107134,-16.4816493155766,0.256689758253805,8.028134410350862,-0.041418197845361215,-0.7277304078643989,-0.03495432987713473,-17.63119299971346,17.375577904939167,25.92566558363431,-0.17822936997850938,5.327592253252648,0.00989827807203119,-0.11923589981215699,-0.07791752073579553,-13.062245954031265,11.687030797081063,-18.00116636782945,0.06192539313795443,2.5278810874442477,0.05819212693136449,-0.33326666436783725,0.18624233908668414,-6.094842638391027,5.260172188112342,6.192539313795443,-0.00031004305958410113,3.2911643684726095,0.030281691977403234,0.3089542591674519,0.12327211254918617,-7.983957107520311,8.070294646433757,-0.03100430595841011,-0.0023438581027167,1.4000205185053283,-0.02117861397628298,-0.8149029934467396,0.0753059412110849,-2.888724973045622,3.014186620142674,-0.23438581027167,-0.017519214251338434,0.6694270317267055,-0.05341927179486765,-0.7963789497274534,-0.02297534619100606,-1.403624589565114,1.4797910957636735,-1.7519214251338435,-0.0245519395782851,0.44198645698642897,-0.052357331219432875,-0.6173384642382951,-0.043945401820934205,-1.0270074614657547,0.8992845696439756,-2.45519395782851,0.08385760180454621,0.2697910891633802,0.6067159982911158,-0.05476356748842015,0.07643251407072466,-0.3030612147584891,0.8348966359328533,8.385760180454621,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1047.1723288692906,1795.0527975009636,1182.5795104329775,1512.0485818112459,1124.160530209313
202405020 (102),2024-09-14 12:52:18.437247038,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-1.2384958043627244e-17,7.663043363948383,-0.002858339762548607,15.428203236815246,0.005110365933704687,-49.59136551701905,47.51395405215168,-1.2434497875801753e-14,50.13,18.15,13.39,8.11,5.92,-0.006231093100213146,0.10980909629946176,0.06542555944151811,0.7147068709547044,-0.0005759648790002719,-0.27135455981379775,0.29217684629580276,-0.6293404031215277,-0.16650560580051715,21.700718240577842,0.02006887799473091,-0.20712445804788882,-0.2776703549024902,-49.59136551701905,47.51395405215168,-16.817066185852234,0.2735855000453614,7.963018474953058,-0.04504821740631329,-0.6669608649476895,0.04836839738810108,-17.64365365626829,17.42048680302812,27.632135504581505,-0.20162737105547224,5.437824312120072,0.012312444106279284,-0.13386351335429403,-0.0044027392066003975,-13.325621482650938,12.099900634516223,-20.364364476602695,0.0815381467098772,2.564810162724839,0.0960656498139425,-0.33149794954512757,0.004394339944278826,-5.911385560298805,5.4911710312957425,8.153814670987721,0.00010837346743568288,3.2423374808354697,0.023932951805749864,0.25270227794856925,0.1744209201305938,-7.775406394279834,7.905082942438885,0.010837346743568288,-0.010735460894669684,1.4194623222058378,0.0036940265377324406,-0.8572982425292675,0.11268584416482277,-2.9086232215184262,3.0675662967670414,-1.0735460894669684,-0.011924636424596891,0.6926761220840703,0.030311556379940707,-0.9313150110337922,-0.055767420077162566,-1.4215361043591381,1.5265277607823442,-1.192463642459689,-0.023297985171587463,0.45445041316076007,0.02034323031858291,-0.9324590602315892,-0.021775274344089636,-0.9597300427713077,0.8604761119822525,-2.3297985171587463,0.06609791792349048,0.2656168572288715,0.412404023558959,-0.361471681150654,0.05632410809073722,-0.3374831749799309,0.7964849563719656,6.609791792349049,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1065.6247141699946,1771.4539303499043,1183.5249645194588,1493.2250829839545,1136.6718250099846
202405020 (103),2024-09-14 12:52:18.517424106,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,8.669470630539071e-17,7.663993819451674,0.0006105492291079852,15.412444730137864,0.01345547291394047,-49.539227167038774,47.56397449622629,8.704148513061227e-14,50.1,18.14,13.41,8.16,6.01,-0.007347177524490722,0.09813846126613572,-0.14623120038015608,0.748689774031976,0.009423952268689553,-0.26431935622855895,0.24086504242464535,-0.742064929973563,-0.16916674841385893,21.699158845209144,0.02211869880062359,-0.20736616130468377,-0.22929895663160998,-49.539227167038774,47.56397449622629,-17.085841589799752,0.27120904885438557,7.96606278647748,-0.04996530750516223,-0.6706297202733826,0.04100914437871551,-17.642881397025167,17.413258440270063,27.39211393429294,-0.20065169939062003,5.44827516678987,0.021890398569284732,-0.13313538465218144,-0.0029412278834902925,-13.330248955359194,12.19447279925904,-20.26582163845262,0.08551415308169308,2.5785226992227783,0.08166459566006005,-0.3276451250779737,0.013062328103641642,-6.002936053646435,5.574658196657095,8.551415308169307,-0.005173464456734793,3.2390005463664524,0.021866497694691022,0.27044892731435244,0.13930170480449208,-7.778084535857353,7.9458301103498705,-0.5173464456734793,-0.004910011025355815,1.4293121330190572,0.01428698125733534,-0.8836868470717016,0.07706427749639347,-2.8837872759882752,3.103616685939205,-0.4910011025355815,-0.011813500563122702,0.6725190487779329,0.003383361259123544,-0.9750748762092463,-0.03634181131163107,-1.4194864652422263,1.4050191119862108,-1.1813500563122703,-0.02648383470533842,0.4604062355164247,-0.004906913788364247,-0.8826465259882466,-0.026406577732731508,-0.9762312351587419,0.8731498191570727,-2.648383470533842,0.06988279990818955,0.26145345004599657,0.27586209185577293,-0.5806825037140717,0.07985775240557749,-0.4036575447435478,0.7088139390726853,6.988279990818955,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1066.0903753364043,1767.8587717295504,1183.2168088371964,1492.263547766157,1136.5824212036318
202405020 (104),2024-09-14 12:52:18.604038000,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-6.192479021813622e-17,7.664095408219199,-0.004762836855768379,15.427309176269212,0.001431686215716113,-49.59140591151372,47.52988198540801,-6.217248937900877e-14,50.14,18.16,13.39,8.1,5.93,-0.00861603968362471,0.10726363461001687,0.257881025701006,0.3639797267920333,-0.01520488014228117,-0.24573162628144796,0.2755632227861467,-0.8702200080460957,-0.16967760430901913,21.704790255496004,0.01974462774054439,-0.2076770492407678,-0.27082772160998897,-49.59140591151372,47.52988198540801,-17.13743803521093,0.27101152161396236,7.961875308468231,-0.04690516785314583,-0.6714557310507425,0.05810539693652576,-17.628148322338312,17.404597156977758,27.372163683010196,-0.20094410935416845,5.437901701466547,0.01593437642814856,-0.13812281290308936,0.0015794464437420448,-13.321827402752739,12.122639346195193,-20.295355044771014,0.08236255249950919,2.5696756165917414,0.09318600364727579,-0.3319577789426469,-0.013692414564863083,-5.920332603437877,5.55340637362012,8.236255249950919,-0.0035411577792869293,3.2396069037778763,0.028354796842033025,0.2587430203045913,0.15812190093568146,-7.714964317798238,7.924869750539448,-0.3541157779286929,-0.006076809786822972,1.4205226140713212,0.006250145775556952,-0.8880238102160232,0.07253406462704635,-2.8801291147262136,3.041175239443601,-0.6076809786822972,-0.015442324580949065,0.6752480205214549,-0.011109563654697464,-0.9570749675285084,-0.03316478403861293,-1.3823036686688337,1.424389562221281,-1.5442324580949065,-0.02385157863942521,0.45842030152401547,-0.07568587685852396,-0.8108382073169396,0.001431686215716113,-1.0000449118046817,0.8708872086952228,-2.385157863942521,0.07585781233715293,0.2845200923047908,0.5333294330261659,-0.255967089412072,0.0891902845104707,-0.3871106755812138,0.8378257643720914,7.585781233715292,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1066.8998132972695,1767.6973763044043,1183.324101243987,1491.5142150785562,1137.5812687695422
202405020 (105),2024-09-14 12:52:18.688498974,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-7.077118882072711e-17,7.669650722999827,-0.000806076827001587,15.417144647355201,-0.002701118826641765,-49.84499316624945,47.459383555995586,-7.105427357601002e-14,50.16,18.15,13.42,8.19,5.94,-0.013002544528955245,0.09671239290657337,-0.2054284135034358,0.5141572116551107,-0.008589678297507057,-0.2746417755104411,0.21339149011811595,-1.3132569974244799,-0.16104471016340952,21.716896969799283,0.019974012678811902,-0.20744425248976173,-0.24279023371953445,-49.84499316624945,47.459383555995586,-16.26551572650436,0.2644480545575446,7.964447302084016,-0.038690367724562504,-0.6753291535619477,-0.12208912367015702,-17.69956342403243,17.273727597634306,26.709253510312006,-0.19411012211672704,5.46405727814781,0.015171027559753088,-0.13799726977124038,-0.06772031312446804,-13.390532353012512,12.112357333151747,-19.60512233378943,0.07841224573348855,2.572381663720208,0.08139126645659607,-0.3253650495463849,0.009087921226154243,-5.958206094290022,5.543455529582524,7.841224573348855,0.0018406497517261435,3.2390661974415362,0.026302067652691666,0.28475936422227344,0.14854400287786718,-7.827668483635356,7.948735067472891,0.18406497517261436,-0.005308909545331627,1.4225307126468354,-0.00261889585623326,-0.8673933185081188,0.11325949471509021,-2.928829042252192,3.0509095439630185,-0.5308909545331627,-0.010925599016757546,0.6887520293214903,-0.01888732953360565,-0.9637520050944324,-0.023122498516609347,-1.3687878715062207,1.4707061764792648,-1.0925599016757546,-0.024442488101727774,0.4444574489080272,-0.07673163967244541,-0.840123551714421,-0.032539115834680096,-0.9962434738566628,0.8017024698197336,-2.4442488101727773,0.06517051665266421,0.2596744300835515,0.28021496233785514,-0.6160784465840705,0.08671232862046084,-0.35561337814698996,0.7002354299097056,6.517051665266421,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1070.0948502940457,1769.781864626198,1184.2287598627288,1495.57133741025,1138.008651819656
202405020 (106),2024-09-14 12:52:18.770360947,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,-4.423199301295444e-17,7.586838268910826,-0.005931976409459724,15.781009410502612,0.00877151599169318,-50.04739196950122,46.92207904011465,-4.440892098500626e-14,50.15,18.07,12.46,8.37,5.44,-0.002781779956910765,0.10499265468069266,-0.21608028193843903,0.9494188039248002,0.00301984644958485,-0.30044435426105087,0.2777456992065678,-0.28095977564798724,-0.15960565333166796,21.49200126779562,0.018211212203816725,-0.15648662531823154,-0.2625513636237453,-50.04739196950122,46.92207904011465,-16.120170986498465,0.2500655695202328,8.084715556670227,-0.04336276793399352,-0.7769467585690233,0.4583773266757821,-17.58283128179214,17.663676236770296,25.256622521543513,-0.17685161234448996,5.051408614187639,-0.003416332631727753,-0.08205227088519207,-0.03598935681995883,-12.456163021698885,11.086012148582107,-17.862012846793487,0.053005668780874246,2.4660512652547357,0.016331982102101655,-0.3941342557731735,0.09268569955525997,-6.299547040674957,4.786944331247784,5.300566878087425,-0.005247895231593567,3.29479667397385,0.042460182727119954,0.45116653199318435,-0.06726305348584875,-8.179532344126805,7.994415847110049,-0.5247895231593567,0.009780535953430447,1.366613804958823,-0.02318693205023219,-0.8327966933814386,0.05126848846221849,-2.7169217225803814,2.917897773530459,0.9780535953430447,-0.018708683112222985,0.625555322330336,-0.06973829219300079,-0.6196686783531589,0.014972221406688871,-1.3778644165433758,1.4479201061418578,-1.8708683112222984,-0.019746015495320457,0.43843086075416504,-0.23750820682101823,-0.7155048016187844,-0.044633001722719196,-0.9752863335165902,0.7732863349354138,-1.9746015495320457,0.07098159997879622,0.2482516950122328,0.5364238898065884,-0.44211109399273774,0.04733080241032121,-0.304399435519502,0.7082420549938856,7.0981599978796215,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1044.983795573577,1806.7501604791537,1141.4802587969298,1488.9872385579545,1092.1759621128854
202405020 (107),2024-09-14 12:52:18.859883070,2,16.22147,16.83764,17.04907,17.13349,16.77411,0,0.0,7.572732269163088,-0.004640150041053655,15.973994695340174,0.0166934662411131,-50.20952520015997,46.87855341227333,0.0,50.25,18.13,12.19,8.31,5.46,-0.005841516799923149,0.12188715422739084,-0.5320472957122392,1.1446443902612247,0.021320545605851504,-0.35196754828180976,0.2821641868962338,-0.589993196792238,-0.14329530355173434,21.462999427897145,0.016725970712333702,-0.13292128210333143,-0.2383651038746692,-50.20952520015997,46.87855341227333,-14.472825658725167,0.22565453155792042,8.087677631357675,-0.03915724958186598,-0.7638420410575457,0.7648433811232187,-17.6166593019854,17.86065242933042,22.791107687349964,-0.15657093132071587,4.977803090938215,-0.010947843138827792,-0.03716557245217045,-0.19096242262284302,-12.132207282410858,11.132675997258584,-15.813664063392302,0.035040936837751786,2.474437719341436,0.002583235850550979,-0.28634926763009183,0.32273147285384574,-6.527357510151256,5.019957811401652,3.504093683775179,-0.0034289225533489474,3.2550264331172976,0.04575449827130907,0.515042609360163,0.055021895250163655,-8.160014263126747,8.061316841761007,-0.34289225533489476,0.010134671736632675,1.3775806212605302,-0.046958222522621024,-0.771057074587437,-0.03897921529795027,-2.831574862576269,2.8710844247148066,1.0134671736632674,-0.014940062241559294,0.6262316273445019,-0.025837666310110294,-0.8744470557574249,-0.0036989346059151575,-1.2717910864974014,1.3776508666384581,-1.4940062241559293,-0.024458510878682158,0.45283411143452457,-0.051416552248204024,-0.6795804094370292,-0.03048106742910436,-0.9961307618588082,0.868721464046327,-2.4458510878682156,0.07850563941480337,0.25576035003098785,0.5874562854095924,-0.20697572404203068,0.04271977648460837,-0.3520996265877534,0.7649249680853444,7.850563941480337,348605.59511952236,375996.0347360563,388446.2345617535,400896.43438745075,415836.6741782874,1039.5523908542318,1841.4391543481606,1124.9716660566646,1508.2367943816023,1079.0745203367537
