Time	Channel A	Channel B
(us)	(V)	(mV)

-4.59999956	0.00000000	-3.41412400
-4.39999957	0.00000000	-3.46333600
-4.19999958	0.00000000	-3.46333600
-3.99999959	0.00000000	-3.46333600
-3.79999960	0.00000000	-3.46333600
-3.59999962	0.00000000	-3.46333600
-3.39999963	0.00000000	-3.46333600
-3.19999964	0.00000000	-3.46333600
-2.99999965	0.00000000	-3.41412400
-2.79999966	0.00000000	-3.05118100
-2.59999968	0.00000000	-2.65132900
-2.39999969	0.00000000	-3.05118100
-2.19999970	0.00000000	-3.36491100
-1.99999971	0.00000000	-3.00196800
-1.79999972	0.00000000	-2.23917300
-1.59999973	0.00000000	-2.23917300
-1.39999975	0.00000000	-3.00196800
-1.19999976	0.00000000	-3.36491100
-0.99999977	0.00000000	-3.00196800
-0.79999978	0.00000000	-2.23917300
-0.59999979	0.00000000	-2.23917300
-0.39999981	0.35125490	-3.00196800
-0.19999982	0.70250980	-3.36491100
0.00000017	0.87844490	-3.05118100
0.20000016	1.05376500	-2.65132900
0.40000015	0.70250980	-3.05118100
0.60000013	0.17531990	-3.41412400
0.80000012	-0.70250980	-3.41412400
1.00000011	-1.75689000	-3.05118100
1.20000010	-2.63533500	-2.60211600
1.40000009	-2.81127000	-2.58981300
1.60000008	-2.28408000	-2.14074800
1.80000006	-0.87844490	-1.77780500
2.00000005	1.05376500	-1.77780500
2.20000004	3.16252500	-2.18996000
2.40000003	4.74409400	-3.00196800
2.60000002	5.27128500	-3.41412400
2.80000000	4.56816000	-3.46333600
2.99999999	2.28408000	-3.46333600
3.19999998	-0.87844490	-3.46333600
3.39999997	-4.21690500	-3.41412400
3.59999996	-7.02817400	-3.00196800
3.79999994	-8.08255400	-2.18996000
3.99999993	-7.02817400	-1.77780500
4.19999992	-4.21690500	-1.72859200
4.39999991	0.00000000	-1.77780500
4.59999990	4.39283900	-2.18996000
4.79999989	7.90661900	-3.00196800
4.99999987	9.48818900	-3.41412400
5.19999986	8.60974400	-3.46333600
5.39999985	5.62254000	-3.46333600
5.59999984	1.05376500	-3.46333600
5.79999983	-3.68971500	-3.41412400
5.99999981	-7.37942900	-3.00196800
6.19999980	-9.31225400	-2.18996000
6.39999979	-8.96099900	-1.77780500
6.59999978	-6.32566500	-1.77780500
6.79999977	-2.28408000	-2.14074800
6.99999975	2.10814500	-2.58981300
7.19999974	5.62254000	-2.55290300
7.39999973	7.55536400	-2.63902500
7.59999972	7.37942900	-2.60211600
7.79999971	5.44660400	-3.05118100
7.99999970	2.45940000	-3.41412400
8.19999968	-0.70250980	-3.46333600
8.39999967	-3.51377900	-3.41412400
8.59999966	-4.91941500	-3.05118100
8.79999965	-5.09534900	-2.60211600
8.99999964	-3.86565000	-2.58981300
9.19999962	-1.93282500	-2.18996000
9.39999961	0.00000000	-2.23917300
9.59999960	1.58095500	-3.00196800
9.79999959	2.45940000	-3.41412400
9.99999958	2.45940000	-3.46333600
10.19999956	1.93282500	-3.46333600
