Time	Channel A	Channel B
(us)	(V)	(mV)

-4.59999956	0.00000000	28.26648000
-4.39999957	0.00000000	28.21727000
-4.19999958	0.00000000	28.97392000
-3.99999959	0.00000000	29.38607000
-3.79999960	0.00000000	29.43528000
-3.59999962	0.00000000	29.43528000
-3.39999963	0.00000000	29.43528000
-3.19999964	0.00000000	29.43528000
-2.99999965	0.00000000	29.43528000
-2.79999966	0.00000000	29.43528000
-2.59999968	0.00000000	29.43528000
-2.39999969	0.00000000	29.48450000
-2.19999970	0.00000000	29.89665000
-1.99999971	0.00000000	30.70866000
-1.79999972	0.00000000	31.07160000
-1.59999973	0.00000000	30.70866000
-1.39999975	0.00000000	29.89665000
-1.19999976	0.00000000	29.53371000
-0.99999977	0.00000000	29.89665000
-0.79999978	0.00000000	30.65945000
-0.59999979	0.00000000	30.65945000
-0.39999981	0.17531990	29.94586000
-0.19999982	0.52657480	29.94586000
0.00000017	0.87844490	30.70866000
0.20000016	1.05376500	31.07160000
0.40000015	0.87844490	30.70866000
0.60000013	0.52657480	29.89665000
0.80000012	-0.35125490	29.53371000
1.00000011	-1.22970000	29.89665000
1.20000010	-2.28408000	30.70866000
1.40000009	-2.81127000	31.12082000
1.60000008	-2.63533500	31.17003000
1.80000006	-1.58095500	31.17003000
2.00000005	0.17531990	31.17003000
2.20000004	2.10814500	31.17003000
2.40000003	4.04096900	31.12082000
2.60000002	5.27128500	30.61023000
2.80000000	5.09534900	29.02313000
2.99999999	3.51377900	27.39911000
3.19999998	0.70250980	27.39296000
3.39999997	-2.63533500	28.02042000
3.59999996	-5.79847400	28.15576000
3.79999994	-7.73129900	27.81127000
3.99999993	-7.73129900	29.07234000
4.19999992	-5.79847400	30.65945000
4.39999991	-2.10814500	31.53297000
4.59999990	2.28408000	31.93282000
4.79999989	6.50098400	31.07160000
4.99999987	8.96099900	29.48450000
5.19999986	9.31225400	28.21727000
5.39999985	7.37942900	27.75590000
5.59999984	3.51377900	27.70669000
5.79999983	-1.40563500	27.70669000
5.99999981	-5.79847400	27.75590000
6.19999980	-8.78567900	28.21727000
6.39999979	-9.48818900	29.43528000
6.59999978	-7.73129900	30.65945000
6.79999977	-4.21690500	31.07160000
6.99999975	0.17531990	30.70866000
7.19999974	4.04096900	29.89665000
7.39999973	6.85223900	29.48450000
7.59999972	7.73129900	29.38607000
7.79999971	6.50098400	28.97392000
7.99999970	3.86565000	28.21727000
8.19999968	0.70250980	28.26648000
8.39999967	-2.28408000	29.43528000
8.59999966	-4.56816000	30.56102000
8.79999965	-5.09534900	30.25344000
8.99999964	-4.56816000	29.13386000
9.19999962	-2.98659000	29.48450000
9.39999961	-0.87844490	30.19808000
9.59999960	0.87844490	29.89665000
9.79999959	2.10814500	29.89665000
9.99999958	2.45940000	30.19808000
10.19999956	2.10814500	29.43528000
10.39999955	1.40563500	28.67249000
10.59999954	0.52657480	29.02313000
10.79999953	-0.35125490	29.43528000
10.99999952	-0.70250980	29.89665000
