time_stamp	temp 1	temp 2	temp 3	temp 4	temp 5	temp 6
2024-07-05 10:12:22.361793995	16.59873	16.70641	16.92135	17.17856	17.07149	15.25176
2024-07-05 10:12:22.861793995	16.64182	16.81395	16.92135	17.26412	17.05006	15.27366
2024-07-05 10:12:23.361793995	16.57718	16.72793	16.87841	17.2855	17.07149	15.25176
2024-07-05 10:12:23.861793995	16.62028	16.72793	16.87841	17.19996	17.09291	15.29556
2024-07-05 10:12:24.361793995	16.64182	16.79245	16.87841	17.22135	16.96428	15.29556
2024-07-05 10:12:24.861793995	16.57718	16.66335	16.92135	17.30687	17.05006	15.25176
2024-07-05 10:12:25.361793995	16.59873	16.77095	16.94282	17.26412	17.02862	15.31745
2024-07-05 10:12:25.861793995	16.57718	16.68488	16.87841	17.22135	17.09291	15.31745
2024-07-05 10:12:26.361793995	16.64182	16.77095	16.94282	17.22135	17.11433	15.31745
2024-07-05 10:12:26.861793995	16.57718	16.70641	16.79245	17.26412	17.07149	15.27366
2024-07-05 10:12:27.361793995	16.62028	16.74944	16.87841	17.26412	17.02862	15.36121
2024-07-05 10:12:27.861793995	16.59873	16.77095	16.85693	17.2855	17.00718	15.27366
2024-07-05 10:12:28.361793995	16.64182	16.81395	16.85693	17.30687	17.00718	15.29556
2024-07-05 10:12:28.861793995	16.55562	16.66335	16.96428	17.13575	17.00718	15.27366
2024-07-05 10:12:29.361793995	16.57718	16.70641	16.92135	17.30687	17.11433	15.22985
2024-07-05 10:12:29.861793995	16.66335	16.72793	16.87841	17.2855	17.05006	15.20794
2024-07-05 10:12:30.361793995	16.62028	16.66335	16.94282	17.24274	17.11433	15.22985
2024-07-05 10:12:30.861793995	16.55562	16.68488	16.85693	17.15716	17.02862	15.29556
2024-07-05 10:12:31.361793995	16.53405	16.77095	16.92135	17.22135	17.00718	15.29556
2024-07-05 10:12:31.861793995	16.55562	16.70641	16.85693	17.24274	17.09291	15.20794
2024-07-05 10:12:32.361793995	16.66335	16.77095	16.83544	17.24274	17.02862	15.20794
2024-07-05 10:12:32.861793995	16.66335	16.83544	16.89988	17.26412	17.05006	15.33933
2024-07-05 10:12:33.361793995	16.64182	16.70641	16.89988	17.26412	17.05006	15.29556
2024-07-05 10:12:33.861793995	16.72793	16.59873	16.85693	17.26412	17.07149	15.29556
2024-07-05 10:12:34.361793995	16.51249	16.64182	16.92135	17.24274	17.02862	15.27366
2024-07-05 10:12:34.861793995	16.55562	16.68488	16.85693	17.24274	17.02862	15.31745
2024-07-05 10:12:35.361793995	16.59873	16.74944	16.89988	17.26412	17.09291	15.36121
2024-07-05 10:12:35.861793995	16.57718	16.74944	16.87841	17.2855	16.96428	15.22985
2024-07-05 10:12:36.361793995	16.57718	16.68488	16.87841	17.22135	17.00718	15.38308
2024-07-05 10:12:36.861793995	16.62028	16.70641	16.87841	17.22135	16.98573	15.36121
2024-07-05 10:12:37.361793995	16.59873	16.72793	16.94282	17.24274	17.02862	15.27366
2024-07-05 10:12:37.861793995	16.55562	16.68488	16.85693	17.19996	17.05006	15.29556
2024-07-05 10:12:38.361793995	16.64182	16.70641	16.85693	17.26412	17.05006	15.29556
2024-07-05 10:12:38.861793995	16.66335	16.72793	16.89988	17.2855	17.02862	15.31745
2024-07-05 10:12:39.361793995	16.64182	16.70641	16.81395	17.22135	16.98573	15.25176
2024-07-05 10:12:39.861793995	16.51249	16.72793	16.85693	17.26412	16.98573	15.22985
2024-07-05 10:12:40.361793995	16.62028	16.74944	16.87841	17.26412	17.02862	15.29556
2024-07-05 10:12:40.861793995	16.59873	16.72793	16.96428	17.26412	17.13575	15.31745
2024-07-05 10:12:41.361793995	16.68488	16.77095	16.83544	17.24274	17.07149	15.25176
2024-07-05 10:12:41.861793995	16.53405	16.70641	16.81395	17.22135	16.98573	15.29556
2024-07-05 10:12:42.361793995	16.59873	16.68488	16.92135	17.24274	17.07149	15.27366
2024-07-05 10:12:42.861793995	16.62028	16.74944	16.87841	17.30687	17.00718	15.27366
2024-07-05 10:12:43.361793995	16.62028	16.62028	16.89988	17.2855	16.98573	15.33933
2024-07-05 10:12:43.861793995	16.66335	16.66335	16.83544	17.2855	17.05006	15.25176
2024-07-05 10:12:44.361793995	16.70641	16.70641	16.87841	17.15716	17.13575	15.36121
2024-07-05 10:12:44.861793995	16.66335	16.72793	16.85693	17.24274	17.09291	15.20794
2024-07-05 10:12:45.361793995	16.53405	16.64182	16.85693	17.2855	16.98573	15.14217
2024-07-05 10:12:45.861793995	16.59873	16.62028	16.92135	17.24274	17.11433	15.29556
2024-07-05 10:12:46.361793995	16.59873	16.72793	16.85693	17.19996	17.05006	15.25176
2024-07-05 10:12:46.861793995	16.59873	16.77095	16.81395	17.24274	16.94282	15.25176
2024-07-05 10:12:47.361793995	16.59873	16.64182	16.81395	17.19996	16.92135	15.27366
2024-07-05 10:12:47.861793995	16.55562	16.72793	16.85693	17.30687	17.00718	15.38308
2024-07-05 10:12:48.361793995	16.59873	16.66335	16.79245	17.26412	17.00718	15.20794
2024-07-05 10:12:48.861793995	16.55562	16.72793	16.83544	17.22135	17.07149	15.18602
2024-07-05 10:12:49.361793995	16.59873	16.68488	16.83544	17.22135	17.00718	15.18602
2024-07-05 10:12:49.861793995	16.59873	16.77095	16.83544	17.22135	17.07149	15.33933
2024-07-05 10:12:50.361793995	16.57718	16.66335	16.83544	17.13575	17.02862	15.25176
2024-07-05 10:12:50.861793995	16.59873	16.79245	16.79245	17.22135	16.94282	15.22985
2024-07-05 10:12:51.361793995	16.64182	16.79245	16.87841	17.22135	17.02862	15.29556
2024-07-05 10:12:51.861793995	16.53405	16.68488	16.89988	17.19996	17.02862	15.36121
2024-07-05 10:12:52.361793995	16.53405	16.81395	16.77095	17.30687	17.09291	15.22985
2024-07-05 10:12:52.861793995	16.62028	16.72793	16.74944	17.24274	17.05006	15.25176
2024-07-05 10:12:53.361793995	16.62028	16.62028	16.85693	17.22135	17.07149	15.25176
2024-07-05 10:12:53.861793995	16.62028	16.66335	16.70641	17.26412	16.98573	15.25176
2024-07-05 10:12:54.361793995	16.59873	16.66335	16.89988	17.17856	16.96428	15.18602
2024-07-05 10:12:54.861793995	16.59873	16.66335	16.81395	17.22135	17.05006	15.25176
2024-07-05 10:12:55.361793995	16.64182	16.70641	16.85693	17.30687	17.09291	15.18602
2024-07-05 10:12:55.861793995	16.62028	16.68488	16.81395	17.22135	16.96428	15.25176
2024-07-05 10:12:56.361793995	16.57718	16.70641	16.87841	17.2855	17.17856	15.20794
2024-07-05 10:12:56.861793995	16.62028	16.70641	16.87841	17.19996	17.05006	15.25176
2024-07-05 10:12:57.361793995	16.68488	16.70641	16.94282	17.17856	16.98573	15.22985
2024-07-05 10:12:57.861793995	16.57718	16.66335	16.85693	17.26412	17.15716	15.29556
2024-07-05 10:12:58.361793995	16.59873	16.74944	16.77095	17.19996	17.05006	15.22985
2024-07-05 10:12:58.861793995	16.66335	16.72793	16.81395	17.26412	17.00718	15.29556
2024-07-05 10:12:59.361793995	16.68488	16.66335	16.81395	17.17856	16.96428	15.27366
2024-07-05 10:12:59.861793995	16.68488	16.64182	16.85693	17.24274	17.11433	15.20794
2024-07-05 10:13:00.361793995	16.64182	16.68488	16.83544	17.26412	17.00718	15.14217
2024-07-05 10:13:00.861793995	16.62028	16.68488	16.85693	17.22135	17.09291	15.14217
2024-07-05 10:13:01.361793995	16.64182	16.66335	16.85693	17.17856	17.00718	15.22985
2024-07-05 10:13:01.861793995	16.64182	16.62028	16.79245	17.19996	17.07149	15.27366
2024-07-05 10:13:02.361793995	16.66335	16.70641	16.92135	17.26412	16.96428	15.20794
2024-07-05 10:13:02.861793995	16.59873	16.62028	16.83544	17.2855	17.07149	15.22985
2024-07-05 10:13:03.361793995	16.57718	16.66335	16.85693	17.17856	17.00718	15.22985
2024-07-05 10:13:03.861793995	16.59873	16.70641	16.83544	17.22135	16.96428	15.1641
2024-07-05 10:13:04.361793995	16.68488	16.62028	16.94282	17.15716	17.02862	15.22985
2024-07-05 10:13:04.861793995	16.62028	16.64182	16.85693	17.22135	17.00718	15.25176
2024-07-05 10:13:05.361793995	16.59873	16.66335	16.79245	17.19996	17.02862	15.25176
2024-07-05 10:13:05.861793995	16.57718	16.68488	16.87841	17.19996	17.15716	15.18602
2024-07-05 10:13:06.361793995	16.62028	16.64182	16.81395	17.24274	17.09291	15.22985
2024-07-05 10:13:06.861793995	16.53405	16.72793	16.79245	17.19996	17.02862	15.25176
2024-07-05 10:13:07.361793995	16.62028	16.70641	16.92135	17.3496	17.07149	15.31745
2024-07-05 10:13:07.861793995	16.64182	16.70641	16.92135	17.2855	17.02862	15.25176
2024-07-05 10:13:08.361793995	16.64182	16.77095	16.79245	17.32824	17.07149	15.29556
2024-07-05 10:13:08.861793995	16.59873	16.68488	16.85693	17.24274	17.11433	15.22985
2024-07-05 10:13:09.361793995	16.66335	16.72793	16.87841	17.22135	17.07149	15.27366
2024-07-05 10:13:09.861793995	16.55562	16.74944	16.87841	17.30687	17.09291	15.31745
2024-07-05 10:13:10.361793995	16.55562	16.68488	16.85693	17.24274	17.07149	15.22985
2024-07-05 10:13:10.861793995	16.55562	16.68488	16.77095	17.19996	16.98573	15.27366
2024-07-05 10:13:11.361793995	16.59873	16.72793	16.81395	17.26412	17.09291	15.22985
2024-07-05 10:13:11.861793995	16.66335	16.77095	16.83544	17.22135	16.96428	15.1641
2024-07-05 10:13:12.361793995	16.66335	16.72793	16.79245	17.26412	17.07149	15.31745
2024-07-05 10:13:12.861793995	16.62028	16.74944	16.85693	17.22135	17.09291	15.22985
2024-07-05 10:13:13.361793995	16.72793	16.74944	16.81395	17.19996	16.94282	15.25176
2024-07-05 10:13:13.861793995	16.59873	16.64182	16.77095	17.30687	17.07149	15.27366
2024-07-05 10:13:14.361793995	16.57718	16.64182	16.77095	17.17856	17.02862	15.25176
2024-07-05 10:13:14.861793995	16.62028	16.66335	16.89988	17.26412	16.94282	15.18602
2024-07-05 10:13:15.361793995	16.55562	16.66335	16.87841	17.19996	17.00718	15.22985
2024-07-05 10:13:15.861793995	16.59873	16.74944	16.85693	17.24274	17.02862	15.25176
2024-07-05 10:13:16.361793995	16.59873	16.53405	16.74944	17.22135	16.96428	15.31745
2024-07-05 10:13:16.861793995	16.59873	16.64182	16.77095	17.15716	17.02862	15.29556
2024-07-05 10:13:17.361793995	16.53405	16.70641	16.83544	17.24274	17.09291	15.25176
2024-07-05 10:13:17.861793995	16.62028	16.64182	16.92135	17.26412	17.05006	15.20794
2024-07-05 10:13:18.361793995	16.57718	16.72793	16.87841	17.17856	17.05006	15.33933
2024-07-05 10:13:18.861793995	16.57718	16.70641	16.83544	17.26412	17.05006	15.22985
2024-07-05 10:13:19.361793995	16.57718	16.72793	16.79245	17.24274	16.98573	15.27366
2024-07-05 10:13:19.861793995	16.59873	16.64182	16.79245	17.11433	17.09291	15.25176
2024-07-05 10:13:20.361793995	16.44774	16.64182	16.83544	17.24274	17.02862	15.1641
2024-07-05 10:13:20.861793995	16.59873	16.62028	16.87841	17.17856	16.96428	15.22985
2024-07-05 10:13:21.361793995	16.44774	16.64182	16.85693	17.3496	17.00718	15.27366
2024-07-05 10:13:21.861793995	16.59873	16.62028	16.87841	17.24274	17.00718	15.18602
2024-07-05 10:13:22.361793995	16.62028	16.62028	16.83544	17.17856	17.02862	15.22985
2024-07-05 10:13:22.861793995	16.53405	16.55562	16.77095	17.22135	17.05006	15.25176
2024-07-05 10:13:23.361793995	16.53405	16.68488	16.83544	17.32824	17.00718	15.12023
2024-07-05 10:13:23.861793995	16.57718	16.55562	16.83544	17.13575	17.09291	15.18602
2024-07-05 10:13:24.361793995	16.53405	16.68488	16.81395	17.24274	17.05006	15.18602
2024-07-05 10:13:24.861793995	16.53405	16.70641	16.81395	17.22135	16.96428	15.31745
2024-07-05 10:13:25.361793995	16.46933	16.62028	16.77095	17.22135	17.05006	15.25176
2024-07-05 10:13:25.861793995	16.46933	16.66335	16.77095	17.17856	17.05006	15.33933
2024-07-05 10:13:26.361793995	16.59873	16.57718	16.92135	17.24274	17.02862	15.31745
2024-07-05 10:13:26.861793995	16.55562	16.59873	16.85693	17.22135	17.07149	15.22985
2024-07-05 10:13:27.361793995	16.62028	16.64182	16.77095	17.22135	17.02862	15.20794
2024-07-05 10:13:27.861793995	16.57718	16.66335	16.77095	17.22135	17.05006	15.1641
2024-07-05 10:13:28.361793995	16.64182	16.64182	16.81395	17.24274	17.11433	15.22985
2024-07-05 10:13:28.861793995	16.55562	16.64182	16.70641	17.22135	17.02862	15.20794
2024-07-05 10:13:29.361793995	16.62028	16.66335	16.72793	17.17856	17.09291	15.31745
2024-07-05 10:13:29.861793995	16.66335	16.66335	16.83544	17.19996	17.02862	15.22985
2024-07-05 10:13:30.361793995	16.57718	16.72793	16.89988	17.17856	17.11433	15.25176
2024-07-05 10:13:30.861793995	16.51249	16.66335	16.81395	17.2855	17.11433	15.25176
2024-07-05 10:13:31.361793995	16.57718	16.70641	16.79245	17.15716	16.98573	15.14217
2024-07-05 10:13:31.861793995	16.59873	16.59873	16.77095	17.19996	17.00718	15.25176
2024-07-05 10:13:32.361793995	16.51249	16.72793	16.85693	17.24274	17.00718	15.27366
2024-07-05 10:13:32.861793995	16.57718	16.64182	16.79245	17.19996	16.96428	15.27366
2024-07-05 10:13:33.361793995	16.57718	16.68488	16.94282	17.2855	17.00718	15.31745
2024-07-05 10:13:33.861793995	16.53405	16.72793	16.77095	17.2855	17.00718	15.31745
2024-07-05 10:13:34.361793995	16.46933	16.66335	16.83544	17.22135	16.98573	15.20794
2024-07-05 10:13:34.861793995	16.62028	16.62028	16.87841	17.24274	17.07149	15.20794
2024-07-05 10:13:35.361793995	16.57718	16.66335	16.92135	17.22135	17.11433	15.25176
2024-07-05 10:13:35.861793995	16.66335	16.70641	16.87841	17.22135	17.05006	15.20794
2024-07-05 10:13:36.361793995	16.59873	16.74944	16.83544	17.19996	17.02862	15.29556
2024-07-05 10:13:36.861793995	16.46933	16.64182	16.79245	17.17856	17.05006	15.22985
2024-07-05 10:13:37.361793995	16.57718	16.53405	16.81395	17.22135	17.09291	15.29556
2024-07-05 10:13:37.861793995	16.59873	16.68488	16.79245	17.22135	17.00718	15.25176
2024-07-05 10:13:38.361793995	16.55562	16.77095	16.83544	17.17856	17.11433	15.22985
2024-07-05 10:13:38.861793995	16.59873	16.64182	16.94282	17.2855	17.05006	15.22985
2024-07-05 10:13:39.361793995	16.53405	16.62028	16.81395	17.24274	17.05006	15.22985
2024-07-05 10:13:39.861793995	16.55562	16.68488	16.79245	17.24274	17.05006	15.29556
2024-07-05 10:13:40.361793995	16.57718	16.68488	16.81395	17.15716	17.09291	15.25176
2024-07-05 10:13:40.861793995	16.62028	16.70641	16.83544	17.24274	17.00718	15.22985
2024-07-05 10:13:41.361793995	16.66335	16.59873	16.70641	17.19996	17.09291	15.22985
2024-07-05 10:13:41.861793995	16.55562	16.66335	16.79245	17.19996	17.09291	15.29556
2024-07-05 10:13:42.361793995	16.55562	16.77095	16.85693	17.15716	17.07149	15.29556
2024-07-05 10:13:42.861793995	16.59873	16.68488	16.89988	17.24274	17.00718	15.27366
2024-07-05 10:13:43.361793995	16.57718	16.66335	16.79245	17.26412	17.13575	15.22985
2024-07-05 10:13:43.861793995	16.57718	16.70641	16.92135	17.19996	16.98573	15.29556
2024-07-05 10:13:44.361793995	16.55562	16.66335	16.87841	17.26412	17.05006	15.22985
2024-07-05 10:13:44.861793995	16.62028	16.66335	16.94282	17.17856	17.13575	15.31745
2024-07-05 10:13:45.361793995	16.57718	16.68488	16.89988	17.22135	17.05006	15.31745
2024-07-05 10:13:45.861793995	16.55562	16.62028	16.85693	17.22135	17.00718	15.25176
2024-07-05 10:13:46.361793995	16.64182	16.74944	16.85693	17.26412	17.15716	15.36121
2024-07-05 10:13:46.861793995	16.55562	16.70641	16.81395	17.17856	17.00718	15.29556
2024-07-05 10:13:47.361793995	16.59873	16.70641	16.77095	17.24274	17.07149	15.22985
2024-07-05 10:13:47.861793995	16.62028	16.64182	16.74944	17.26412	17.05006	15.20794
2024-07-05 10:13:48.361793995	16.55562	16.68488	16.77095	17.17856	17.02862	15.27366
2024-07-05 10:13:48.861793995	16.51249	16.66335	16.85693	17.19996	17.00718	15.29556
2024-07-05 10:13:49.361793995	16.59873	16.74944	16.85693	17.22135	17.13575	15.29556
2024-07-05 10:13:49.861793995	16.57718	16.59873	16.85693	17.17856	17.09291	15.29556
2024-07-05 10:13:50.361793995	16.57718	16.62028	16.79245	17.15716	17.05006	15.22985
2024-07-05 10:13:50.861793995	16.57718	16.68488	16.83544	17.24274	17.02862	15.20794
2024-07-05 10:13:51.361793995	16.51249	16.68488	16.87841	17.19996	17.02862	15.31745
2024-07-05 10:13:51.861793995	16.53405	16.72793	16.79245	17.17856	17.11433	15.29556
2024-07-05 10:13:52.361793995	16.66335	16.74944	17.11433	17.19996	17.41364	15.31745
2024-07-05 10:13:52.861793995	16.66335	16.66335	17.17856	17.26412	17.22135	15.33933
2024-07-05 10:13:53.361793995	16.57718	16.62028	16.89988	17.26412	17.09291	15.20794
2024-07-05 10:13:53.861793995	16.62028	16.70641	16.94282	17.26412	17.13575	15.20794
2024-07-05 10:13:54.361793995	16.66335	16.66335	17.11433	17.24274	17.05006	15.25176
2024-07-05 10:13:54.861793995	16.59873	16.79245	17.02862	17.32824	17.17856	15.38308
2024-07-05 10:13:55.361793995	16.66335	16.79245	17.15716	17.32824	17.19996	15.27366
2024-07-05 10:13:55.861793995	16.72793	16.81395	17.13575	17.3496	17.2855	15.4268
2024-07-05 10:13:56.361793995	16.81395	16.83544	17.22135	17.43498	17.3496	15.77577
2024-07-05 10:13:56.861793995	16.77095	16.85693	17.13575	17.3496	17.2855	15.81929
2024-07-05 10:13:57.361793995	16.83544	16.83544	17.26412	17.47764	17.45632	16.03654
2024-07-05 10:13:57.861793995	16.89988	16.98573	24.95076	17.71189	25.2831	24.45983
2024-07-05 10:13:58.361793995	16.87841	16.92135	24.55823	17.52028	25.1464	24.06517
2024-07-05 10:13:58.861793995	16.87841	17.09291	24.97035	23.66877	25.30261	25.04863
2024-07-05 10:13:59.361793995	16.85693	16.96428	24.81357	19.52138	25.47803	25.30261
2024-07-05 10:13:59.861793995	16.55562	19.12489	25.59479	25.10731	25.73082	25.59479
2024-07-05 10:14:00.361793995	16.92135	22.69017	25.7114	25.40011	25.78906	25.78906
2024-07-05 10:14:00.861793995	23.19079	25.04863	25.65311	25.78906	25.76965	25.76965
2024-07-05 10:14:01.361793995	16.27485	16.70641	17.22135	17.00718	17.49897	15.53601
2024-07-05 10:14:01.861793995	16.29648	16.74944	17.22135	16.96428	17.05006	15.51418
2024-07-05 10:14:02.361793995	16.38295	16.85693	17.37095	17.05006	17.41364	15.51418
2024-07-05 10:14:02.861793995	17.13575	17.41364	17.37095	17.3496	17.41364	15.53601
2024-07-05 10:14:03.361793995	16.94282	16.94282	17.22135	17.2855	17.43498	15.33933
2024-07-05 10:14:03.861793995	16.87841	17.11433	17.24274	17.30687	17.49897	15.38308
2024-07-05 10:14:04.361793995	16.81395	17.22135	17.3496	17.26412	17.45632	15.55784
2024-07-05 10:14:04.861793995	16.83544	17.13575	17.26412	17.24274	17.41364	15.47051
2024-07-05 10:14:05.361793995	16.49091	16.87841	17.30687	17.05006	17.3496	15.36121
2024-07-05 10:14:05.861793995	16.38295	16.85693	17.3496	17.17856	17.37095	15.38308
2024-07-05 10:14:06.361793995	16.44774	16.89988	17.2855	17.11433	17.3496	15.53601
2024-07-05 10:14:06.861793995	16.46933	16.81395	17.3496	17.19996	17.41364	15.51418
2024-07-05 10:14:07.361793995	16.59873	16.87841	17.2855	17.32824	17.3923	15.44866
2024-07-05 10:14:07.861793995	16.66335	16.83544	17.26412	17.3496	17.49897	15.38308
2024-07-05 10:14:08.361793995	16.72793	16.87841	17.30687	17.37095	17.49897	15.40494
2024-07-05 10:14:08.861793995	16.77095	16.79245	17.3923	17.49897	17.47764	15.36121
