Time	Channel A	Channel B
(us)	(V)	(mV)

-4.49999956	0.00000000	-3.46333600
-4.29999957	0.00000000	-3.46333600
-4.09999958	0.00000000	-3.46333600
-3.89999959	0.00000000	-3.46333600
-3.69999960	0.00000000	-3.46333600
-3.49999962	0.00000000	-3.46333600
-3.29999963	0.00000000	-3.46333600
-3.09999964	0.00000000	-3.46333600
-2.89999965	0.00000000	-3.46333600
-2.69999966	0.00000000	-3.46333600
-2.49999968	0.00000000	-3.46333600
-2.29999969	0.00000000	-3.46333600
-2.09999970	0.00000000	-3.46333600
-1.89999971	0.00000000	-3.46333600
-1.69999972	0.00000000	-3.46333600
-1.49999973	0.00000000	-3.46333600
-1.29999975	0.00000000	-3.46333600
-1.09999976	0.00000000	-3.46333600
-0.89999977	0.00000000	-3.46333600
-0.69999978	0.00000000	-3.46333600
-0.49999979	0.00000000	-3.46333600
-0.29999981	0.35125490	-3.46333600
-0.09999982	0.70250980	-3.46333600
0.10000017	1.05376500	-3.46333600
0.30000016	0.87844490	-3.46333600
0.50000015	0.70250980	-3.46333600
0.70000013	0.00000000	-3.46333600
0.90000012	-1.05376500	-3.46333600
1.10000011	-1.93282500	-3.46333600
1.30000010	-2.63533500	-3.46333600
1.50000009	-2.81127000	-3.46333600
1.70000008	-2.10814500	-3.46333600
1.90000006	-0.52657480	-3.46333600
2.10000005	1.40563500	-3.51254900
2.30000004	3.51377900	-3.87549200
2.50000003	4.91941500	-4.27534400
2.70000002	5.27128500	-3.87549200
2.90000000	4.04096900	-3.51254900
3.09999999	1.75689000	-3.46333600
3.29999998	-1.58095500	-3.46333600
3.49999997	-4.91941500	-3.46333600
3.69999996	-7.37942900	-3.46333600
3.89999994	-7.90661900	-3.46333600
4.09999993	-6.67691900	-3.46333600
4.29999992	-3.33846000	-3.46333600
4.49999991	0.87844490	-3.46333600
4.69999990	5.27128500	-3.46333600
4.89999989	8.25849000	-3.46333600
5.09999987	9.48818900	-3.46333600
5.29999986	8.08255400	-3.46333600
5.49999985	4.74409400	-3.46333600
5.69999984	0.17531990	-3.46333600
5.89999983	-4.56816000	-3.46333600
6.09999981	-7.90661900	-3.46333600
6.29999980	-9.48818900	-3.46333600
6.49999979	-8.43380900	-3.46333600
6.69999978	-5.44660400	-3.46333600
6.89999977	-1.40563500	-3.46333600
7.09999975	2.81127000	-3.46333600
7.29999974	6.14972900	-3.46333600
7.49999973	7.55536400	-3.46333600
7.69999972	7.02817400	-3.46333600
7.89999971	4.91941500	-3.46333600
8.09999970	1.75689000	-3.46333600
8.29999968	-1.40563500	-3.46333600
8.49999967	-4.04096900	-3.46333600
8.69999966	-5.09534900	-3.46333600
8.89999965	-4.91941500	-3.46333600
9.09999964	-3.51377900	-3.46333600
9.29999962	-1.58095500	-3.41412400
9.49999961	0.35125490	-3.05118100
9.69999960	1.75689000	-2.65132900
9.89999959	2.45940000	-3.05118100
10.09999958	2.28408000	-3.41412400
10.29999956	1.75689000	-3.46333600
